SMILES,CID,real_space,SCR,BB,extended_real_space
NC1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,NIC-BIO-25446079-2,Z2439773192,False,False,s_270006____11615262____8415918
CN1CCC(NC(=O)Cc2c[nH]c3ncccc23)CC1,NIC-BIO-25446079-3,Z1400804273,False,False,s_22____130461____7024784
CNC1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,NIC-BIO-25446079-4,Z2440272213,False,False,s_240690____16439366____7416416
CC1CN(C)CCN1C(=O)Cc1c[nH]c2ncccc12,NIC-BIO-29f4a211-1,False,False,False,s_22____4545080____7024784
CCC1CN(C)CCN1C(=O)Cc1c[nH]c2ncccc12,NIC-BIO-29f4a211-2,False,False,False,s_22____10549676____7024784
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1,NIC-BIO-3276ca7f-7,Z56946799,Z56946799,False,s_22____57696____17512138
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC1CCN(C)CC1,NIC-BIO-a68395b7-1,s_22____2563306____17513450,False,False,s_22____2563306____17513450
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(C#N)cc1,NIC-BIO-a68395b7-2,s_22____5145036____17513450,False,False,s_22____5145036____17513450
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(Cl)cc1,NIC-BIO-a68395b7-3,s_22____57683____17513450,False,False,s_22____57683____17513450
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1cccc(Cl)c1,NIC-BIO-a68395b7-4,s_22____57907____17513450,False,False,s_22____57907____17513450
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(Br)cc1,NIC-BIO-a68395b7-5,False,False,False,s_22____1155096____17513450
CN1CCN(C(=O)Cc2c[nH]c3ncccc23)C(CO)C1,NIC-BIO-ec630548-1,False,False,False,s_22____12129594____7024784
CN1CCN(C(=O)Cc2c[nH]c3ncccc23)C(Cc2ccccc2)C1,NIC-BIO-f814dd3d-1,Z2476683952,False,False,s_22____11687886____7024784
CC(=O)N1CCN(Cc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)CC1,NIM-UNI-02269248-3,False,False,False,s_273910____13825524____12888810
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Br)s2)CC1,NIM-UNI-05f93fcc-1,False,False,False,m_270062____7595784____8147258
O=C(CCl)N1N=C(c2cccs2)CC1c1ccco1,NIM-UNI-13494739-10,False,Z57036335,EN300-11175,False
COc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)cc1,NIM-UNI-13494739-11,False,Z56948342,EN300-08754,False
O=C(CCl)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,NIM-UNI-13494739-12,False,Z56813254,EN300-01553,False
Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)cc1,NIM-UNI-13494739-2,False,Z56948345,EN300-08753,False
COc1cc(C2CC(c3cccs3)=NN2C(=O)CCl)ccc1OC(F)F,NIM-UNI-13494739-4,False,Z56955923,EN300-07548,False
O=C(CCl)N1N=C(c2ccco2)CC1c1cccc(Cl)c1,NIM-UNI-13494739-5,False,Z2176371173,EN300-6657471,False
O=C(CCl)N1N=C(c2ccco2)CC1c1cccs1,NIM-UNI-13494739-6,False,Z57055805,EN300-11643,False
COc1ccc(C2CC(c3ccc4ccccc4c3)=NN2C(=O)CCl)cc1,NIM-UNI-13494739-7,False,Z56813251,EN300-01551,False
COc1ccc(C2CC(c3ccccc3)=NN2C(=O)CCl)cc1,NIM-UNI-13494739-8,False,Z56813252,EN300-01707,False
O=C(CCl)N1N=C(c2cccs2)CC1c1cccs1,NIM-UNI-13494739-9,False,Z56347597,EN300-10776,False
Cc1cccc(NC2CCN(C(=O)CCl)CC2)c1,NIR-THE-0d6461ce-1,Z1562143860,False,False,m_270062____7619766____8147258
O=C(Oc1cncc(Cl)c1)c1ccco1,OLE-CAR-5b17bec5-1,False,False,FCH1687323,False
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,PAF-PIO-d312ccf6-1,False,False,EN300-122642,False
C#Cc1ccc(CNC(=O)N2CCOCC2)cc1,PAT-GYR-359dbb24-1,False,False,False,s_2708____16509042____908984
CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d83456-1,Z46180946,Z46180946,False,s_2230____678732____666704
CS(=O)(=O)NCCCN1CCCc2ccc(S(N)(=O)=O)cc21,PET-SGC-abcbce68-1,Z1317949071,False,False,s_2230____7463156____2745106
Cc1ccc(OCC(=O)Nc2ccc(C#N)cn2)cc1,PET-SGC-cb62ec31-1,Z1126792367,False,False,s_11____3203584____54611
N#Cc1ccc(CNC(=O)N2CCOCC2)nc1,PET-SGC-cb83a00c-1,Z1765537188,False,False,s_2708____10212618____908984
C[C@H]1c2ccccc2CCN1c1nnnn1C,RAF-POL-653f0897-1,Z2409509707,False,False,False
CCn1nccc1NC(=O)N1CCCCCO1,RAF-POL-8f876833-1,Z2475022023,False,False,s_2430____8281670____10336336
Cc1c[nH]cc(C(=O)N2CCN[C@@H](C)C2)c1=O,RAF-POL-950dada1-2,False,False,False,s_270006____9143228____11617338
CCn1nccc1NC(=O)N1CCCCCO1,RAF-POL-950dada1-4,Z2475022023,False,False,s_2430____8281670____10336336
CCn1nccc1NC(=O)N1CCCCCO1,RAF-POL-950dada1-6,Z2475022023,False,False,s_2430____8281670____10336336
NCCNC(=O)N1CC(=O)Nc2ccccc2C1,RAF-POL-9fce0577-2,Z2505122991,False,False,s_273464____11233896____11769180
O=C(N1CCOCC1)N1C[C@@H]2C[C@]2(C(=O)O)C1,RAF-POL-b61b4b25-1,Z3339751947,False,False,False
Cc1nc(CN2C(=O)NC3(CCCC3)C2=O)co1,RAF-POL-b61b4b25-5,Z2504475359,False,False,s_272104____13603456____9347452
Cc1cnc2cc(C(=O)N[C@@H](C)C(N)=O)ccn12,RAF-POL-b61b4b25-6,Z2497938054,False,False,s_22____8601954____11758000
Cc1nnccc1C(=O)N1CC[C@@H]2OCC[C@@H]2C1,RAF-POL-b61b4b25-8,Z2457457669,False,False,False
Cc1cccc(CC(=O)NCc2nnn(C)n2)c1,RAF-POL-b61b4b25-9,Z1902193658,False,False,s_22____9440666____2786002
CO[C@@H]1COC[C@H]1NC(=O)N1CCC[C@@H]1CN,RAF-POL-f691468c-2,Z2873446582,False,False,False
CN(C)C(=O)C[C@@H]1CN(C(=O)c2cnn3c2CCC3)c2ccc(Cl)cc21,RAI-NOV-2f6a9876-1,Z2269442666,False,False,False
NCc1cncc(C(=O)N2C[C@@H](c3ccccc3)[C@@H]3CCC[C@@H]32)c1,RAI-NOV-2f6a9876-3,Z3105132851,False,False,False
Cn1cc(C(=O)N2C[C@@H](c3ccccc3)[C@@H]3CCCC[C@H]32)cn1,RAI-NOV-2f6a9876-4,Z1740628048,False,False,False
NCCn1cc(C(=O)N2CC3(CCC3)c3cc(Br)ccc32)cn1,RAI-NOV-2f6a9876-5,Z3517605071,False,False,s_240690____12297612____15499792
OC[C@@]1(F)CCN(c2nc(-c3cccnc3)nc3sc4c(c23)CCC4)C1,RAI-NOV-2f6a9876-7,Z2017204796,False,False,False
O=C(Cc1cccnc1)Nc1cccc(OC2CC(=O)N2)c1,RAL-MED-2de63afb-1,False,False,False,s_22____10971742____7459856
CCC(=O)Nc1cccc(OC2CC(=O)N2)c1,RAL-MED-2de63afb-11,False,False,False,s_22____10971742____58887
CC(=O)NCc1cccc(NC(=O)Cc2cncnc2)c1,RAL-MED-2de63afb-12,False,False,False,s_22____16530556____13540170
O=C1CC(c2cccc(NC(=O)Cc3cncnc3)c2)CN1,RAL-MED-2de63afb-3,False,False,False,s_22____7558068____13540170
C=CC(=O)Nc1cccc(OC2CC(=O)N2)c1,RAL-MED-2de63afb-9,False,False,False,m_273270____13684514____10884640
CN(C)C/C=C/C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-1,False,False,False,s_22____2019588____17039346
C=C(CCN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-2,False,False,False,s_22____2019588____12103080
C=C(CN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-3,Z1982193847,False,False,s_22____2019588____9291516
CNCCN(C)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-5,Z2377567082,False,False,s_273498____11311876____11340346
CN(CCC(N)=O)C(=O)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-6,Z2314958464,False,False,s_271949____10832808____10844724
c1cncc(-c2cncc(CN3CCCCCc4ccccc4C3)c2)c1,RIC-ARG-a8e88843-6,False,False,False,m_270004____15267514____13909942
c1ccc(N2CCC3(CCOC3)C2)nc1,SAN-PRI-c9355cc8-1,False,Z1401276498,False,s_27____7024750____60866
CC(=O)NCCc1c[nH]c2ccc(Cl)cc12,SAN-PRS-3c4a6997-1,Z57915503,False,FCH2707682,s_22____6079110____58844
CC(=O)NCCc1c[nH]c2ccccc12,SAN-PRS-3c4a6997-2,False,Z26395416,EN300-189721,s_22____57946____58844
O=C(NCC1CCCCC1)c1cccnc1,SAN-PRS-52b81272-1,Z32004319,Z32004319,False,s_22____57805____58868
O=C(Nc1cccnc1)Oc1ccccc1,SAN-PRS-52b81272-3,False,Z31792088,False,False
COC(=O)c1ccc(C(N)=O)cc1,SAN-PRS-c955de36-1,False,Z33546865,EN300-134385,False
Cc1ccncc1NC(=O)N1CCN(C)CC1,SCO-VAN-260d9628-1,Z1531408828,False,False,s_2430____7867050____740802
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,SER-UNI-400afb01-2,False,Z1546624232,EN300-123057,False
OB(O)c1cc(OCc2ccccc2)ccc1F,SER-UNI-400afb01-5,False,False,EN300-7375076,False
Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1NC(=O)CCn1c(=O)n(C)c2ccccc21,SER-UNI-985a0e14-3,False,Z238537796,False,False
CCc1ccccc1Nc1nc(N)nc(CSc2nnc3ccccn23)n1,SER-UNI-985a0e14-4,Z20242202,Z20242202,False,s_7____27911____6245
CN(C)c1cncc(NC(=O)CC2CCCCC2)c1,SID-ELM-2583a2cd-15,s_22____12367818____59992,False,False,s_22____12367818____59992
CN(C)c1cncc(NC(=O)Nc2ccccc2)c1,SID-ELM-2583a2cd-7,s_2430____12367830____4862808,False,False,s_2430____12367830____4862808
O=C(CC1CCCCC1)Nc1cccnc1F,SID-ELM-8b394441-2,Z2454425513,False,False,s_11____11572004____54555
O=C(Nc1ccccc1)Nc1cccnc1Cl,SID-ELM-8b394441-3,Z44602625,Z44602625,False,s_2430____1281234____4862808
O=C(CC1CCCCC1)Nc1cccnc1Cl,SID-ELM-8b394441-4,Z240656874,False,False,s_11____238472____54555
Cc1ccc(S(=O)(=O)N2CCC(NC(=O)N(C)Cc3cc(C)on3)CC2)cc1,SIM-SYN-3099a863-1,Z493705490,False,False,s_2708____906688____916090
Cc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)Cc3cccnc3)CC2)cc1,SIM-SYN-3099a863-3,Z3373702327,False,False,False
O=C(CCl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,SIM-SYN-f15aaa3a-1,Z57821431,Z199040704,EN300-18364,m_270062____7594714____8147258
N#Cc1c[nH]nc1Cc1cccnc1,STE-UNK-dfade101-1,False,False,BBV-95033539,False
CC1=CCC(C(C)(C)O)CC1,SUN-DEP-1496052a-1,False,False,EN300-125883,False
CC1=CCC(O)(C(C)C)CC1,SUN-DEP-1496052a-2,False,False,BBV-39696169,False
O=c1[nH]cccc1CNc1nc2ccccc2[nH]1,SWA-SYN-40d44a84-4,s_207____10150246____14323502,False,False,s_207____10150246____14323502
FC(F)c1ccccc1CNc1nc2ccccc2[nH]1,SWA-SYN-40d44a84-5,s_207____10150246____14937972,False,False,s_207____10150246____14937972
O=C(Cc1c[nH]c2ncccc12)N1CCC(N2CCCS2(=O)=O)CC1,SWA-SYN-6423ea73-10,False,False,False,s_22____10963856____7024784
O=C(Cc1c[nH]c2ncccc12)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,SWA-SYN-6423ea73-4,Z1400791812,False,False,False
O=C(Cn1cccn1)Nc1cccc(N2CCCS2(=O)=O)c1,SWA-SYN-6423ea73-8,Z408836004,False,False,s_22____731116____152169
O=C(CCl)Nc1cccc(N2CCCS2(=O)=O)c1,SWA-SYN-6423ea73-9,Z1562125346,False,False,m_270062____7601482____8147258
O=C(CCl)Nc1cccc(N2CCCS2(=O)=O)c1,SWA-SYN-d2e6fa14-10,Z1562125346,False,False,m_270062____7601482____8147258
O=C(Cc1c[nH]c2ncccc12)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,SWA-SYN-d2e6fa14-4,Z1400791812,False,False,False
O=C(Cn1cccn1)Nc1cccc(N2CCCS2(=O)=O)c1,SWA-SYN-d2e6fa14-8,Z408836004,False,False,s_22____731116____152169
O=C(Cc1c[nH]c2ncccc12)N1CCC(N2CCCS2(=O)=O)CC1,SWA-SYN-d2e6fa14-9,False,False,False,s_22____10963856____7024784
NS(=O)(=O)c1ccc2c(c1)N(CC(=O)Nc1cccnc1)CCC2,TAM-UNI-c140e31a-6,Z1317948551,False,False,s_2230____7463156____4933042
C#CCN1CCN(C(=O)CCl)CC1,TOB-UNK-c2aba166-1,Z1562141114,Z2417560794,False,m_270062____16411428____8147258
C#CCN1CCN(C(=O)C=C)CC1,TOB-UNK-c2aba166-2,False,False,False,m_273270____13688346____10884640
C#CCN1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,TOB-UNK-c2aba166-4,Z52669503,False,False,False
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,TOM-OIS-cbf37265-2,False,False,EN300-123008,False
O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,TRI-UNI-97428359-1,Z432464280,False,False,s_2708____905600____914814
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd04853-11,Z1593808911,False,False,False
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd04853-12,Z1767447079,False,False,s_22____10212582____7024784
O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd04853-5,Z1400783129,False,False,s_22____57907____7024784
N#Cc1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd04853-6,Z1400838108,False,False,s_22____543024____7024784
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd04853-7,Z1400780364,False,False,s_22____57683____7024784
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd04853-8,Z1400838206,False,False,s_22____5145036____7024784
O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd04853-9,Z1575152133,False,False,s_527____8124854____7024786
Cc1ccncc1NC(=O)CC1CCCCC1,TRY-UNI-714a760b-10,Z1129284100,False,False,s_22____3391102____59992
Cc1ccncc1NC(=O)NC1CCCCC1,TRY-UNI-714a760b-11,Z1531420463,False,False,s_2430____7867050____740834
Cc1ccncc1NC(=O)C(C)c1ccccc1,TRY-UNI-714a760b-17,Z1724389531,False,False,s_22____3391102____8989686
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714a760b-18,Z1264525706,False,False,s_22____3391102____5826328
Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,TRY-UNI-714a760b-20,Z1344037997,False,False,s_22____3391102____6586228
Cc1ccncc1NC(=O)C(C)c1cccc(C#N)c1,TRY-UNI-714a760b-22,Z2186659954,False,False,s_22____3391102____10389944
Cc1ccncc1NC(=O)Nc1ccccc1,TRY-UNI-714a760b-4,Z1130395550,False,False,s_2430____7867050____4862808
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714a760b-6,Z1129289650,False,False,s_22____3391102____3020518
CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a381570-11,Z1408037619,False,False,s_2554____1274424____7088224
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,VIJ-CYC-1a381570-12,Z3294574183,False,False,False
COC(=O)c1sc(NS(=O)(=O)c2ccc(CF)cc2)nc1C(C)(C)C,VIJ-CYC-1a381570-13,False,False,False,s_232682____6465724____13971592
COCc1ncc(NS(=O)(=O)c2ccc(C3(C#N)CC3)cc2)c(C)n1,VIJ-CYC-1a381570-2,s_232682____15750762____13577228,False,False,s_232682____15750762____13577228
CNC(=O)c1ccc(CS(=O)(=O)NCC(F)(F)c2ccc(F)cc2F)cc1,VIJ-CYC-1a381570-3,False,False,False,s_40____12853920____9982642
C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a381570-5,Z2798213615,False,False,s_22____2991084____12102878
N#CC1(c2ccc(S(=O)(=O)NCCOc3c[nH]nc3C(F)(F)F)cc2)CC1,VIJ-CYC-1a381570-9,False,False,False,s_40____15110826____13577224
CC(C)NC(=O)N1CCN(C(=O)CCl)CC1,VIK-SYN-9a3d118a-1,Z1562137780,False,False,m_270062____7613770____8147258
O=C(CCl)N1CCN(c2ncccn2)CC1,VIK-SYN-9a3d118a-4,Z1562118896,False,EN300-31273,m_270062____7595030____8147258
CCNC(=O)N1CCN(C(=O)CCl)CC1,VIK-SYN-bf9c9ac8-2,Z1562120634,False,BBV-32711773,m_270062____7596770____8147258
O=C(CCl)N1CCN(c2ncccn2)CC1,VIK-SYN-bf9c9ac8-7,Z1562118896,False,EN300-31273,m_270062____7595030____8147258
O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3d3065-2,False,Z291278798,EN300-46675,False
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3d3065-3,False,Z561717446,EN300-47990,False
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,WAR-XCH-79d12f6e-6,Z166605410,Z166605410,EN300-22818,m_270062____7595242____8147258
CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-23,Z3075936836,False,False,False
Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b6889685-25,Z3075907363,False,False,False
NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b6889685-26,Z3075685411,False,False,False
Cc1cccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b6889685-27,Z3076198092,False,False,False
NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b6889685-29,Z3075781669,False,False,False
CC(NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1)c1ccc(F)cc1,WAR-XCH-b6889685-48,Z1586740055,False,False,False
NS(=O)(=O)c1ccc(N2CCSCC2)cc1,WAR-XCH-b72a1bbc-1,Z3075619297,False,False,False
NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-10,Z3075633657,False,False,False
NS(=O)(=O)c1ccc(N2CCC(N3CCCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-11,Z3075633657,False,False,False
NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72a1bbc-14,Z3075599001,False,False,False
NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72a1bbc-15,Z3076880033,False,False,False
NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72a1bbc-16,Z3076733213,False,False,False
NS(=O)(=O)c1ccc(N2CCC([C@@H]3CCCO3)CC2)cc1,WAR-XCH-b72a1bbc-18,Z3076817374,False,False,False
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-19,Z3075583038,False,False,False
NS(=O)(=O)c1ccc(-c2ccncc2)cc1,WAR-XCH-b72a1bbc-2,Z3245010652,False,False,s_271570____9007434____11652064
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-20,Z3075583038,False,False,False
COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-23,Z3076106732,False,False,False
NS(=O)(=O)c1ccc(-c2ccsc2)cc1,WAR-XCH-b72a1bbc-3,s_271570____9007614____11652064,False,False,s_271570____9007614____11652064
CCSCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-39,Z4027228808,False,False,False
Cc1ccncc1-c1ccc(S(N)(=O)=O)cc1,WAR-XCH-b72a1bbc-4,s_271570____11771154____11652286,False,False,s_271570____11771154____11652286
CC(C)N(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-48,Z3075655616,False,False,False
CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-49,Z3394588817,False,False,False
NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72a1bbc-7,Z3077528599,False,False,False
NS(=O)(=O)c1ccc(N2CCC(c3nc4ccccc4s3)CC2)cc1,WAR-XCH-b72a1bbc-8,Z3075339619,False,False,False
COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-9,Z3075430846,False,False,False
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7b662f-1,Z195739680,Z195739680,False,s_487____210243____768430
O=C(Nc1cccnc1)Nc1cc(Cl)cc(Cl)c1,WAR-XCH-eb7b662f-3,Z166731548,False,False,False
Cc1cccc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7b662f-6,False,Z44592351,False,s_487____150611____150243
O=C(Nc1cccnc1)Nc1cccc(Cl)c1,WAR-XCH-eb7b662f-7,Z44592325,False,False,s_487____210243____150220
CC(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,WIL-LEE-23e8b574-1,Z28904865,Z28904865,False,s_22____58803____58844
O=C(CN1CCNCC1)Nc1ccccc1,WIL-LEE-23e8b574-6,Z57821467,Z111870096,EN300-27102,s_269982____7368754____7393588
CC(=O)N1CCN(c2cccc(NC(=O)N3CCOCC3)c2)CC1,WIL-LEE-23e8b574-8,Z1773379917,False,False,s_2430____9105856____740852
O=C(c1ccccc1)N1CCC(Nc2ccccc2)C1,ZAC-WAB-0847d168-1,False,False,False,s_22____3114612____58911
